20.000000 28.624412 85.187972 2.802885 28.624281 85.188201 0.956478 2.802890
21.000000 28.624930 85.187226 2.712611 28.624119 85.188322 0.958124 2.712363
22.000000 28.624661 85.187544 2.402246 28.624208 85.188280 0.953470 2.402210
23.000000 28.624332 85.188217 2.310553 28.624451 85.188110 0.952288 2.310623
24.000000 28.624794 85.187445 1.975277 28.624193 85.188229 0.957449 1.975137
25.000000 28.624399 85.188084 2.178138 28.624288 85.188260 0.954626 2.178129
26.000000 28.624123 85.188635 2.081416 28.624377 85.188153 0.955351 2.081373
27.000000 28.624079 85.188502 1.772171 28.624174 85.188222 0.950465 1.772098
28.000000 28.624305 85.188208 1.546759 28.624312 85.188168 0.952147 1.546744
29.000000 28.624202 85.188266 1.658380 28.624197 85.188185 0.948389 1.658326
30.000000 28.624417 85.188223 1.654262 28.624334 85.188323 0.942575 1.654236
31.000000 28.624313 85.188360 1.603938 28.624252 85.188391 0.940047 1.603891
32.000000 28.624326 85.188416 1.674677 28.624305 85.188385 0.938857 1.674631
33.000000 28.624357 85.188391 1.550507 28.624367 85.188372 0.934125 1.550505
34.000000 28.624167 85.188665 1.535274 28.624361 85.188447 0.926257 1.535357
35.000000 28.624517 85.188249 1.495325 28.624338 85.188489 0.927245 1.495279
36.000000 28.624489 85.188169 1.495582 28.624288 85.188485 0.923968 1.495562
37.000000 28.624540 85.188240 1.537139 28.624451 85.188429 0.923177 1.537170
38.000000 28.624188 85.188774 1.506397 28.624435 85.188384 0.923947 1.506413
39.000000 28.624534 85.188209 1.651494 28.624366 85.188465 0.931380 1.651472
40.000000 28.624214 85.188501 1.642045 28.624277 85.188344 0.932907 1.642004
41.000000 28.624246 85.188471 2.108146 28.624335 85.188267 0.944748 2.108102
42.000000 28.624218 85.188355 2.662926 28.624372 85.188168 0.952895 2.662987
43.000000 28.624300 85.188214 2.716029 28.624259 85.188248 0.956406 2.716000
44.000000 28.624630 85.187746 2.840499 28.624212 85.188217 0.959922 2.840315
45.000000 28.624102 85.188494 2.784197 28.624329 85.188171 0.959554 2.784240
46.000000 28.624309 85.188142 2.836154 28.624277 85.188175 0.961958 2.836138
47.000000 28.624325 85.188192 2.745124 28.624337 85.188181 0.961718 2.745131
48.000000 28.624480 85.187858 2.742627 28.624291 85.188218 0.961757 2.742655
49.000000 28.624260 85.188251 2.645476 28.624384 85.188129 0.963105 2.645535
50.000000 28.624325 85.188097 2.703365 28.624206 85.188225 0.958790 2.703308
51.000000 28.624426 85.188089 2.256144 28.624473 85.188208 0.951799 2.256296
52.000000 28.624480 85.188115 1.629396 28.624360 85.188340 0.944304 1.629409
53.000000 28.624373 85.188325 1.631014 28.624397 85.188317 0.935299 1.631038
54.000000 28.624392 85.188319 1.377614 28.624466 85.188236 0.929517 1.377643
55.000000 28.624276 85.188344 1.343845 28.624322 85.188242 0.931235 1.343830
56.000000 28.624087 85.188507 1.419108 28.623974 85.188624 0.922225 1.419049
57.000000 28.624340 85.188338 1.391846 28.624325 85.188368 0.914661 1.391850
58.000000 28.624201 85.188557 1.464782 28.624323 85.188418 0.920063 1.464837
59.000000 28.624394 85.188368 1.474341 28.624356 85.188396 0.913547 1.474311
60.000000 28.624278 85.188598 1.567109 28.624498 85.188317 0.924337 1.567182
61.000000 28.624337 85.188326 1.735559 28.624292 85.188367 0.928896 1.735529
62.000000 28.624305 85.188369 1.874809 28.624347 85.188291 0.927962 1.874802
63.000000 28.624167 85.188498 1.816024 28.624280 85.188348 0.930296 1.816059
64.000000 28.623973 85.188880 1.955619 28.624444 85.188244 0.930067 1.955758
65.000000 28.624536 85.188036 1.899240 28.624327 85.188315 0.928975 1.899169
66.000000 28.624576 85.188070 2.007729 28.624647 85.187984 0.932789 2.007761
67.000000 28.624070 85.188574 2.037141 28.624389 85.188148 0.938728 2.037231
68.000000 28.624427 85.188052 2.377787 28.624340 85.188143 0.938052 2.377731
69.000000 28.623852 85.188854 2.377219 28.624353 85.188171 0.945770 2.377349
70.000000 28.623753 85.189004 2.247713 28.624440 85.188069 0.937725 2.247902
71.000000 28.624314 85.188256 2.209465 28.624337 85.188238 0.934445 2.209486
72.000000 28.624279 85.188271 2.122279 28.624256 85.188330 0.933999 2.122301
73.000000 28.624290 85.188375 2.001634 28.624420 85.188197 0.931130 2.001672
74.000000 28.624198 85.188411 2.022078 28.624327 85.188225 0.927407 2.022108
75.000000 28.624269 85.188359 2.070977 28.624290 85.188346 0.929921 2.070999
76.000000 28.624134 85.188539 2.493940 28.624348 85.188260 0.935592 2.494030
77.000000 28.624160 85.188644 2.944483 28.624443 85.188225 0.936586 2.944552
78.000000 28.624352 85.188289 2.826401 28.624331 85.188289 0.938721 2.826358
79.000000 28.624557 85.187922 3.097103 28.624289 85.188262 0.939307 3.096956
80.000000 28.624128 85.188633 3.321363 28.624398 85.188316 0.950666 3.321522
81.000000 28.624361 85.188281 3.520961 28.624367 85.188218 0.950573 3.520898
82.000000 28.624430 85.188148 3.504451 28.624357 85.188239 0.951087 3.504414
83.000000 28.624356 85.188190 3.463385 28.624270 85.188322 0.951297 3.463372
84.000000 28.624666 85.187836 3.545723 28.624293 85.188346 0.952646 3.545578
85.000000 28.624316 85.188220 4.050516 28.624258 85.188218 0.956575 4.050400
86.000000 28.624513 85.187996 3.986426 28.624283 85.188293 0.962092 3.986332
87.000000 28.624465 85.187724 4.116110 28.624038 85.188267 0.963307 4.115930
88.000000 28.624234 85.188278 4.084694 28.624345 85.188205 0.963328 4.084810
