52.47	158.90	0.0	3.6
52.20	159.58	0.0	2.2
52.25	159.55	0.0	3.0
54.42	161.29	10.0	2.6
52.28	159.61	0.0	2.5
52.27	159.57	0.0	2.4
52.22	159.56	5.0	2.8
52.26	159.54	5.0	2.1
52.23	159.58	0.0	2.3
52.21	159.65	5.0	2.8
52.29	159.61	10.0	2.8
52.28	159.46	0.0	2.3
52.16	159.61	0.0	2.3
52.23	159.67	0.0	2.7
52.27	159.60	0.0	2.8
52.88	159.55	5.0	2.2
52.24	159.70	25.0	2.6
52.34	159.33	0.0	2.8
52.03	159.74	0.0	3.6
52.19	159.65	0.0	2.2
52.21	159.80	0.0	2.7
52.70	159.61	35.0	1.8
52.16	159.09	10.0	2.3
53.18	159.76	30.0	2.4
52.16	159.70	0.0	2.7
52.45	159.27	0.0	4.0
52.25	159.62	0.0	2.4
52.26	159.56	0.0	2.0
52.31	159.61	0.0	2.4
55.77	162.35	0.0	1.9
53.83	161.47	0.0	2.5
52.19	158.50	25.0	2.5
56.65	168.18	10.0	4.6
52.23	159.55	0.0	2.5
52.21	159.64	0.0	2.5
52.28	159.58	0.0	2.1
52.24	158.96	25.0	2.1
52.31	159.46	0.0	2.4
52.69	160.31	5.0	2.6
52.10	158.62	30.0	2.7
54.01	164.33	80.0	2.8
52.16	159.75	0.0	2.6
52.06	159.56	10.0	2.7
52.28	159.60	0.0	2.8
55.77	162.42	10.0	2.0
48.84	158.97	120.0	3.4
56.03	160.73	0.0	2.1
52.04	158.75	50.0	2.6
52.59	177.26	200.0	5.6
53.86	161.36	0.0	2.4
53.52	159.10	155.0	2.1
53.70	160.50	0.0	2.6
52.36	159.38	0.0	4.4
52.26	159.54	5.0	2.4
55.16	164.10	0.0	3.0
56.42	161.20	15.0	1.9
55.04	162.72	5.0	3.7
51.76	159.53	70.0	4.8
55.09	162.62	0.0	2.4
52.30	159.56	0.0	2.5
52.22	159.71	0.0	2.9
54.74	162.57	20.0	2.4
52.83	160.07	15.0	1.8
52.69	159.60	40.0	2.0
53.75	161.74	450.0	3.0
55.30	163.04	20.0	1.9
53.88	161.49	0.0	2.4
54.48	161.71	20.0	3.8
54.87	160.50	110.0	2.1
56.36	161.46	5.0	2.1
56.36	161.48	5.0	2.2
52.35	159.73	0.0	2.6
54.28	160.41	110.0	2.7
55.11	163.48	0.0	3.1
52.75	160.37	20.0	2.6
53.56	159.16	140.0	2.3
53.34	159.74	85.0	2.0
54.12	159.96	115.0	2.2
54.81	162.40	0.0	2.1
53.40	163.97	15.0	3.6
50.01	156.81	160.0	5.3
54.99	161.88	30.0	2.0
53.49	160.73	20.0	4.2
55.08	162.62	5.0	3.1
55.96	168.78	10.0	3.2
54.46	162.67	20.0	2.7
53.06	160.82	30.0	2.3
55.22	162.90	5.0	2.3
55.28	164.98	140.0	3.4
53.02	160.10	55.0	2.6
54.50	161.78	35.0	2.5
53.78	159.53	110.0	4.5
53.35	161.31	25.0	2.5
52.49	158.76	5.0	2.3
53.61	160.84	30.0	3.1
52.58	159.60	10.0	1.7
52.65	160.55	0.0	1.7
53.29	160.72	40.0	2.1
55.32	162.47	30.0	1.6
55.87	160.95	165.0	2.0
53.66	161.03	5.0	2.8
55.98	160.36	0.0	1.2
52.91	160.21	30.0	1.7
52.61	159.70	40.0	1.6
52.71	160.20	0.0	2.6
55.67	162.34	30.0	2.6
55.47	163.28	5.0	1.8
52.19	159.72	5.0	3.9
55.42	161.05	200.0	2.1
56.53	161.29	10.0	1.3
48.91	156.26	205.0	5.5
55.75	162.29	0.0	2.1
53.64	161.81	0.0	4.3
54.87	162.32	5.0	2.0
55.78	160.72	5.0	1.9
52.79	160.19	0.0	2.1
52.80	161.26	0.0	4.5
52.43	159.58	20.0	1.9
53.98	161.90	0.0	2.5
52.63	159.69	40.0	1.8
54.88	162.29	15.0	2.1
54.60	160.83	90.0	2.8
53.66	160.88	25.0	3.1
52.75	160.49	0.0	3.9
53.87	161.68	0.0	2.4
55.59	162.16	40.0	1.7
53.89	161.68	0.0	2.9
53.72	161.16	0.0	2.3
52.71	160.80	5.0	2.7
52.71	160.44	25.0	2.3
55.19	159.33	5.0	2.3
54.51	161.74	10.0	2.9
53.56	161.05	25.0	2.4
54.35	161.21	60.0	1.9
55.80	163.11	5.0	2.8
54.61	162.51	5.0	2.6
54.14	160.89	25.0	2.1
48.82	155.73	210.0	4.2
53.31	160.54	40.0	1.7
51.03	156.88	210.0	3.4
48.75	156.60	95.0	5.0
55.97	160.66	0.0	2.9
55.95	160.69	0.0	2.4
56.03	160.69	0.0	3.1
56.01	160.65	0.0	3.0
52.19	159.34	0.0	2.1
52.71	160.23	20.0	4.2
55.22	165.75	40.0	2.4
55.27	160.85	150.0	2.3
55.08	162.28	5.0	2.1
53.40	161.00	30.0	2.5
54.95	162.28	5.0	2.0
54.76	161.82	5.0	2.2
51.58	157.95	0.0	3.0
55.11	162.80	180.0	1.9
54.57	161.73	40.0	2.7
52.27	160.01	130.0	2.1
52.68	160.17	0.0	2.0
52.53	159.64	30.0	2.4
53.69	160.84	30.0	4.3
53.95	161.15	20.0	3.0
55.78	161.29	110.0	2.2
48.02	159.16	95.0	5.2
52.69	159.40	110.0	2.7
55.39	160.72	10.0	2.1
52.12	157.27	245.0	4.1
54.87	160.73	120.0	2.9
56.09	160.95	160.0	2.7
50.07	157.71	130.0	4.0
52.79	160.78	15.0	3.1
54.41	158.26	300.0	3.1
54.75	161.74	70.0	2.5
52.94	167.45	30.0	3.0
52.43	160.26	65.0	2.2
55.16	163.68	10.0	3.5
52.54	159.76	50.0	2.3
53.63	160.79	35.0	3.0
52.96	160.22	65.0	2.8
52.57	158.54	135.0	2.5
52.95	160.45	30.0	2.8
52.41	171.91	10.0	4.4
56.37	161.54	20.0	1.9
56.37	161.50	20.0	3.7
55.96	164.29	10.0	3.9
56.46	168.36	20.0	5.5
55.82	171.13	50.0	3.9
54.19	163.16	5.0	2.8
54.16	163.16	5.0	2.7
54.22	162.97	20.0	4.0
52.79	160.12	20.0	2.4
52.17	166.68	15.0	3.3
55.48	162.77	25.0	3.1
49.19	156.30	120.0	5.9
54.41	163.14	20.0	3.0
56.71	168.20	10.0	4.8
54.82	162.49	5.0	2.7
52.22	157.61	10.0	3.9
54.63	164.18	0.0	3.4
54.20	161.54	20.0	4.0
55.53	163.83	485.0	2.8
52.92	159.33	80.0	1.7
52.58	159.30	65.0	2.3
51.69	161.21	10.0	4.9
56.15	160.70	15.0	2.9
52.54	159.84	65.0	2.5
52.31	159.79	0.0	3.7
52.93	160.71	0.0	2.4
55.50	161.79	50.0	2.2
55.53	161.69	60.0	3.2
55.02	164.42	5.0	3.3
53.79	166.79	90.0	3.5
56.02	162.10	55.0	1.9
48.87	157.24	135.0	3.4
52.79	158.37	5.0	2.1
52.18	159.02	5.0	2.9
53.07	159.18	0.0	1.8
52.24	158.99	5.0	2.5
56.23	167.16	50.0	2.9
52.77	160.12	10.0	2.8
50.68	157.41	90.0	4.1
54.69	157.52	0.0	2.4
54.00	165.51	160.0	3.3
55.74	162.54	0.0	1.9
55.11	162.47	5.0	3.4
55.62	162.67	0.0	1.7
53.30	159.88	80.0	2.9
50.59	157.85	50.0	5.7
52.47	159.38	0.0	4.2
54.89	159.49	280.0	3.7
52.75	160.16	20.0	2.3
53.13	170.86	150.0	3.9
52.36	158.15	10.0	3.3
53.53	160.13	125.0	2.8
55.72	161.05	205.0	2.2
53.89	160.57	10.0	4.7
48.25	160.54	50.0	3.1
52.62	160.19	0.0	2.2
55.47	161.74	85.0	1.2
54.47	162.43	20.0	2.6
54.71	160.46	425.0	2.6
49.00	158.95	40.0	3.1
58.03	166.61	435.0	2.7
55.52	162.88	20.0	2.9
53.63	161.18	0.0	2.6
54.44	165.04	0.0	2.9
52.65	159.61	20.0	2.2
53.51	161.22	0.0	2.2
56.14	159.44	20.0	1.6
55.08	162.17	5.0	1.6
52.79	159.77	40.0	2.0
56.27	159.59	5.0	1.2
53.12	160.32	5.0	3.1
56.37	161.56	5.0	1.4
53.82	161.10	5.0	4.3
54.51	163.01	115.0	2.8
53.35	170.52	200.0	3.6
53.15	159.36	25.0	2.0
52.54	158.89	15.0	5.0
52.09	159.61	0.0	2.3
55.31	162.45	0.0	1.6
52.69	160.05	20.0	2.4
53.68	160.83	30.0	2.2
49.17	156.82	155.0	5.5
52.74	158.77	105.0	2.9
56.27	163.02	25.0	1.8
53.27	159.39	140.0	1.8
52.38	159.21	15.0	2.1
53.17	160.87	30.0	2.2
53.79	160.99	5.0	2.3
54.58	162.04	45.0	3.7
53.90	168.41	525.0	2.5
52.56	160.50	0.0	2.1
53.60	160.70	0.0	2.7
54.15	160.19	5.0	2.7
50.43	157.91	50.0	6.1
52.71	159.59	55.0	1.6
52.71	159.55	40.0	1.8
52.66	160.07	10.0	1.8
51.07	158.02	45.0	3.1
51.64	158.41	30.0	3.0
54.13	169.50	85.0	4.3
54.84	161.79	50.0	2.6
49.58	157.40	40.0	4.4
53.08	163.00	15.0	2.6
50.72	157.73	70.0	3.1
51.64	158.46	20.0	2.3
53.85	161.41	0.0	2.5
55.58	161.60	80.0	1.5
52.11	159.74	0.0	2.7
52.48	159.03	5.0	1.7
51.67	158.41	20.0	2.7
52.33	160.34	0.0	2.8
50.94	157.94	60.0	3.2
53.26	161.38	15.0	3.5
51.63	158.05	70.0	3.0
54.15	170.44	15.0	5.8
54.44	167.08	15.0	4.5
52.85	158.34	135.0	2.3
54.48	164.75	95.0	3.0
53.40	159.37	95.0	2.6
55.72	162.12	0.0	1.6
54.45	166.76	80.0	4.9
53.26	160.72	70.0	4.3
53.61	160.64	0.0	2.3
51.28	158.17	50.0	3.0
52.92	160.05	35.0	2.3
53.54	160.29	15.0	1.6
55.29	162.60	40.0	1.7
54.64	160.24	110.0	2.1
55.94	160.69	15.0	1.0
54.93	160.85	325.0	3.1
52.60	159.22	45.0	1.9
56.22	160.78	20.0	2.5
55.48	162.53	25.0	2.1
56.16	160.79	20.0	0.9
57.77	166.53	50.0	2.4
55.99	162.85	15.0	1.9
54.83	161.16	110.0	2.6
52.72	160.08	5.0	2.3
55.61	162.15	30.0	1.6
52.21	159.60	0.0	2.3
56.15	160.83	20.0	1.3
56.32	162.70	0.0	1.6
52.68	159.32	20.0	3.7
49.44	156.79	225.0	4.1
55.07	162.39	5.0	2.2
51.88	162.95	40.0	4.5
56.14	162.70	0.0	1.6
52.53	159.39	15.0	2.0
52.61	157.81	195.0	2.6
52.73	160.24	20.0	2.5
53.97	159.84	110.0	3.6
52.53	159.45	10.0	2.3
48.99	154.68	235.0	4.6
51.37	159.92	10.0	5.4
53.96	160.04	90.0	2.3
55.20	162.68	25.0	1.7
52.94	159.27	15.0	1.9
52.76	160.23	20.0	3.2
52.68	159.48	55.0	3.0
56.29	163.33	5.0	2.8
53.49	158.67	185.0	2.7
53.18	160.18	55.0	2.1
53.18	170.01	15.0	3.8
56.03	162.81	20.0	3.3
55.92	163.06	20.0	2.7
56.13	162.56	0.0	2.7
55.90	162.92	15.0	2.3
50.74	157.69	60.0	3.2
52.84	159.54	30.0	2.7
52.82	159.95	10.0	2.0
52.95	159.64	75.0	2.1
53.50	160.90	0.0	2.3
53.36	159.14	115.0	3.3
52.54	159.81	5.0	2.1
53.15	160.52	30.0	2.5
54.51	161.96	30.0	4.4
54.46	162.27	20.0	3.6
55.76	162.34	25.0	1.6
53.16	160.07	65.0	2.1
52.71	159.00	80.0	2.3
51.81	158.63	20.0	5.7
55.88	160.90	140.0	1.0
54.96	163.39	0.0	2.1
52.47	159.03	0.0	3.9
52.61	159.76	5.0	2.8
53.53	168.12	85.0	5.4
52.36	160.30	0.0	5.3
52.69	159.73	0.0	3.1
52.63	159.02	15.0	2.0
52.49	160.16	5.0	2.3
53.93	159.70	0.0	2.2
54.58	161.58	35.0	3.2
56.16	162.69	15.0	2.7
52.73	160.30	30.0	2.5
52.42	159.19	150.0	4.3
52.30	159.26	5.0	1.9
52.64	159.44	20.0	1.9
55.00	162.36	0.0	1.7
52.65	159.63	15.0	2.0
52.59	160.33	0.0	2.7
55.36	163.68	10.0	2.2
55.36	163.71	15.0	2.0
55.39	163.75	50.0	2.5
55.01	168.87	10.0	6.0
54.99	165.77	0.0	4.9
55.01	167.95	15.0	5.2
54.80	168.23	5.0	3.9
54.93	169.10	10.0	4.2
54.90	169.20	10.0	5.3
53.94	161.82	80.0	3.5
54.93	168.22	5.0	6.0
55.15	172.70	420.0	4.4
56.08	160.62	15.0	2.7
56.09	160.61	15.0	1.4
55.86	164.27	265.0	3.4
54.73	170.61	15.0	4.3
54.79	169.34	10.0	5.8
54.92	164.37	70.0	2.8
54.70	170.17	15.0	4.3
54.77	169.68	10.0	4.8
54.79	169.52	10.0	4.8
54.70	170.08	15.0	4.6
54.82	167.39	10.0	5.2
54.67	170.25	15.0	4.5
55.57	163.23	30.0	4.1
52.68	159.73	5.0	1.8
52.99	159.98	45.0	3.0
55.57	161.93	0.0	2.1
54.32	162.87	0.0	4.4
52.26	160.16	0.0	3.2
52.62	159.65	20.0	2.1
55.93	161.56	65.0	2.5
54.72	169.99	15.0	4.5
54.46	172.88	10.0	4.7
55.00	171.20	15.0	3.9
54.72	168.49	5.0	4.9
54.42	161.77	30.0	2.6
56.08	162.69	15.0	2.3
55.99	161.42	100.0	2.2
55.99	161.98	0.0	2.5
56.16	161.14	100.0	2.6
