-72.726973790233   18.4512122754565
-72.7521026285889   18.4495229417855
-72.7685736318811   18.4484671082411
-72.7924354699837   18.4495229417855
NAN NAN
-72.8188313085929   18.4484671082411
-72.8551519825191   18.4480447748234
-72.8671884849249   18.4461442744435
-72.8804919875839   18.4442437740636
NAN NAN
-72.9125893273326   18.4258722703917
-72.9157568279657   18.422071269632
-72.9197689954343   18.4197484358343
-72.925259329865   18.4182702688722
-72.9334948315111   18.4180591021634
-72.940252166195   18.4127799344415
-72.9476430010056   18.4091901003907
-72.9550338358162   18.4060225997576
-72.9759393399946   18.4051779329221
-72.9987453445529   18.3996875984914
-73.0171168482249   18.3967312645672
-73.033587851517   18.3941972640607
-73.0555491892398   18.390396263301
-73.0692750253166   18.3874399293767
-73.0796221940514   18.3840612620348
-73.0906028629128   18.3827942617815
-73.1393823726625   18.3800490945662
-73.1474067075997   18.3789932610218
NAN NAN
-72.2337939416594   18.5177297887515
-72.2403401096345   18.5162516217894
-72.2519542786225   18.5139287879918
-72.2675806150791   18.5109724540676
-72.2764496168518   18.5090719536877
-72.2865856188777   18.5054821196369
-72.2946099538149   18.5037927859659
-72.3026342887521   18.5029481191304
-72.3135885617749   18.501021222912
-72.322906292804   18.4995694517884
-72.3324087947032   18.4978801181175
-72.3440229636913   18.4959796177376
-72.3509914650841   18.4947126174844
-72.3596493001479   18.4942902840666
-72.3699964688827   18.4928121171045
-72.377809637111   18.4913339501424
-72.3879456391369   18.4881664495093
-72.3968146409096   18.4858436157117
-72.4109628104041   18.4839431153318
-72.4215211458478   18.4807756146987
-72.4367251488867   18.4795086144455
-72.4458053173682   18.4780304474834
-72.4616428205337   18.4763411138124
-72.4871939923074   18.4754964469769
-72.5055654959793   18.4761299471035
-72.5645865911095   18.4731736131793
-72.5749337598443   18.4714842795083
-72.5964727641493   18.4664162784953
-72.607031099593   18.4647269448244
-72.6137884342769   18.4628264444445
-72.622023935923   18.4609259440646
-72.650320274912   18.456913776596
-72.6665801114953   18.4552244429251
-72.6822064479519   18.4516346088742
-72.6933982835222   18.4507899420387
-72.7026896187126   18.4493117750766
-72.7124032873208   18.450367608621
