nan nan
-67.414599	5.999977
-67.421640	5.989123
-67.431907	5.977682
-67.473563	5.936906
-67.488818	5.924585
-67.509353	5.911678
-67.514046	5.910211
-67.542795	5.884396
-67.557169	5.865328
-67.561570	5.856527
-67.566557	5.850660
-67.581224	5.843033
-67.588265	5.838339
-67.593545	5.831005
-67.609973	5.799616
-67.612613	5.792576
-67.616720	5.770281
-67.626401	5.747106
-67.635495	5.720997
-67.647523	5.655579
-67.646349	5.645899
-67.639895	5.623017
-67.638722	5.615976
-67.639309	5.576667
-67.637255	5.571680
-67.633735	5.566400
-67.612907	5.547038
-67.612027	5.539411
-67.613787	5.536477
-67.632855	5.523276
-67.635788	5.517703
-67.644002	5.480740
-67.646056	5.476340
-67.650749	5.470179
-67.654856	5.467246
-67.656323	5.464312
-67.668644	5.454632
-67.694459	5.442897
-67.704433	5.437324
-67.709714	5.432923
-67.736702	5.417082
-67.763984	5.396547
-67.783052	5.387747
-67.801534	5.375719
-67.818842	5.354011
-67.820895	5.348437
-67.836736	5.326436
-67.843777	5.314702
-67.847004	5.302674
-67.851697	5.291233
-67.851991	5.286246
-67.837910	5.245763
-67.831749	5.223175
-67.827055	5.212321
-67.813855	5.163037
-67.807401	5.117274
-67.798013	5.077671
-67.797133	5.068577
-67.799187	5.047749
-67.803587	5.027214
-67.807391	5.000000
nan nan
-70.999977	6.987115
-71.007604	6.984181
-71.025792	6.982128
-71.037233	6.983888
-71.074195	6.984181
-71.085636	6.986528
-71.095317	6.989462
-71.100304	6.992982
-71.103824	7.000022
nan nan
-70.941306	7.000022
-70.957147	6.987115
-70.965654	6.987408
-70.968881	6.988582
-70.980322	6.997089
-70.986482	6.997969
-70.990883	6.995916
-70.999977	6.987115
nan nan
-70.095565	7.000022
-70.117860	6.988875
-70.138395	6.980954
-70.144555	6.980074
-70.198239	6.978901
-70.222001	6.970394
-70.228748	6.970100
-70.236962	6.967167
-70.255443	6.956313
-70.261604	6.949272
-70.267471	6.946339
-70.283605	6.943112
-70.296219	6.943112
-70.335529	6.949272
-70.346090	6.952499
-70.352543	6.955726
-70.361051	6.961886
-70.381292	6.981248
-70.409454	6.984768
-70.421188	6.990048
-70.429109	7.000022
nan nan
-69.999931	6.892068
-70.074737	7.000022
nan nan
-70.074737	7.000022
-70.074737	7.000022
nan nan
-69.999931	6.892068
-69.966489	6.846598
-69.852961	6.689067
-69.741193	6.530655
-69.688682	6.458784
-69.550806	6.264290
-69.441971	6.113212
-69.437278	6.114386
-69.414396	6.126706
-69.384767	6.139027
-69.353672	6.149588
-69.343991	6.151642
-69.329030	6.150175
-69.325510	6.148415
-69.319349	6.142841
-69.313776	6.132280
-69.301161	6.115266
-69.296174	6.106465
-69.278866	6.088864
-69.268306	6.084170
-69.257158	6.081823
-69.239264	6.083290
-69.228996	6.085637
-69.203768	6.097078
-69.190273	6.105585
-69.186753	6.109399
-69.160645	6.128467
-69.142750	6.146655
-69.139523	6.152228
-69.134829	6.155749
-69.131016	6.161909
-69.113708	6.180684
-69.093760	6.197112
-69.073225	6.208846
-69.058557	6.213246
-69.043596	6.212659
-69.006047	6.199458
-68.999886	6.198285
nan nan
-68.999886	6.198285
-68.980818	6.198872
-68.964977	6.195938
-68.926254	6.183031
-68.869050	6.171883
-68.863183	6.171590
-68.858783	6.172470
-68.849689	6.177750
-68.838541	6.181270
-68.832088	6.181564
-68.812140	6.177457
-68.791018	6.167776
-68.785151	6.166309
-68.769310	6.169243
-68.759042	6.167483
-68.749068	6.163962
-68.746135	6.161029
-68.736747	6.156042
-68.690984	6.137854
-68.646394	6.126413
-68.634660	6.126413
-68.628206	6.128173
-68.605911	6.146948
-68.602684	6.152815
-68.598578	6.156042
-68.596524	6.160149
-68.588603	6.165429
-68.578923	6.164549
-68.549587	6.158389
-68.541080	6.158389
-68.526412	6.161909
-68.485049	6.182150
-68.465395	6.185671
-68.457474	6.185964
-68.373868	6.173643
-68.331918	6.163669
-68.304636	6.166603
-68.284102	6.172763
-68.253886	6.185964
-68.206949	6.199165
-68.184361	6.210312
-68.156199	6.220580
-68.138891	6.222633
-68.096061	6.214126
-68.070540	6.213539
-68.010695	6.205912
-68.000135	6.205619
-68.000135	6.205619
nan nan
-68.000135	6.205619
-67.985467	6.208846
-67.968746	6.215006
-67.964932	6.217940
-67.957305	6.220580
-67.925916	6.226447
-67.920636	6.228794
-67.905968	6.237301
-67.899514	6.242875
-67.884260	6.269277
-67.866952	6.287758
-67.859031	6.293038
-67.842017	6.299492
-67.832336	6.301839
-67.822068	6.302719
-67.802414	6.300959
-67.778065	6.291572
-67.768971	6.292452
-67.765451	6.288638
-67.752250	6.285998
-67.737582	6.285118
-67.710594	6.286878
-67.664244	6.283064
-67.637549	6.282478
-67.630215	6.279837
-67.625521	6.276317
-67.613200	6.270743
-67.580931	6.262823
-67.571837	6.259596
-67.549249	6.249329
-67.501139	6.210312
-67.496445	6.208846
-67.479137	6.200338
-67.474737	6.194765
-67.473270	6.191244
-67.472977	6.185671
-67.484124	6.160736
-67.489991	6.139907
-67.491165	6.114092
-67.489698	6.105878
-67.486764	6.096491
-67.479724	6.083290
-67.474737	6.077130
-67.449508	6.058062
-67.436307	6.041927
-67.417826	6.022859
-67.414012	6.014645
-67.412839	6.006725
-67.414599	5.999977
nan nan
-72.000022	7.012050
-72.011756	7.013517
-72.022903	7.019971
-72.031117	7.029065
-72.163420	7.246440
-72.171634	7.261695
-72.174274	7.270495
-72.174861	7.277536
-72.173981	7.284283
-72.164300	7.313325
-72.164007	7.319192
-72.166060	7.333566
-72.176328	7.351168
-72.186302	7.363782
-72.202143	7.380503
-72.217691	7.391357
-72.222971	7.392531
-72.231185	7.392824
-72.251133	7.384903
-72.268441	7.382557
-72.293669	7.390477
-72.299830	7.391064
-72.305404	7.390184
-72.316551	7.385490
-72.325058	7.384610
-72.332392	7.384903
-72.342953	7.389890
-72.353807	7.396638
-72.392823	7.402798
-72.413651	7.408959
-72.424505	7.410132
-72.436533	7.415706
-72.438587	7.418639
-72.445040	7.447095
-72.453548	7.470563
-72.458241	7.477897
-72.465282	7.484937
-72.474082	7.496965
-72.476136	7.508699
-72.474962	7.522487
-72.472616	7.531581
-72.459121	7.563850
-72.458535	7.578811
-72.460001	7.586438
-72.466455	7.597585
-72.467629	7.604333
-72.475256	7.624574
-72.477016	7.642175
-72.477016	7.654203
-72.471736	7.697033
-72.474376	7.747489
-72.472616	7.770078
-72.469389	7.792959
-72.461762	7.813494
-72.450027	7.828749
-72.447387	7.835202
-72.445334	7.846057
-72.446507	7.863364
-72.448854	7.879792
-72.453254	7.895927
-72.456481	7.903261
-72.462055	7.912941
-72.476136	7.929956
-72.479949	7.939343
-72.478776	7.946677
-72.467922	7.959585
-72.456774	7.965452
-72.436240	7.974839
-72.431839	7.979239
-72.418638	8.000068
nan nan
-71.103824	7.000022
-71.119372	7.013517
-71.126412	7.031118
-71.128759	7.033172
-71.134626	7.035812
-71.145480	7.034932
-71.168069	7.027598
-71.189484	7.024958
-71.219112	7.027011
-71.246394	7.020557
-71.271329	7.031118
-71.308292	7.026424
-71.355522	7.022317
-71.372537	7.023197
-71.398058	7.033172
-71.404219	7.034052
-71.418593	7.031411
-71.439421	7.023784
-71.447929	7.018504
-71.450862	7.019091
-71.452622	7.019384
-71.458489	7.022024
-71.464063	7.030531
-71.466997	7.031118
-71.490758	7.023197
-71.497799	7.022904
-71.508653	7.026424
-71.522147	7.032585
-71.529481	7.034345
-71.544149	7.032585
-71.551776	7.030531
-71.562924	7.025838
-71.572604	7.025544
-71.579938	7.028185
-71.582285	7.030531
-71.583458	7.033758
-71.583752	7.047839
-71.586392	7.050186
-71.594899	7.049306
-71.606047	7.044026
-71.613674	7.043146
-71.618661	7.043439
-71.624821	7.045786
-71.636262	7.053413
-71.641543	7.054586
-71.645063	7.054586
-71.648583	7.051066
-71.652397	7.036985
-71.654450	7.034638
-71.657384	7.033172
-71.667064	7.033758
-71.683199	7.039625
-71.711948	7.041092
-71.718988	7.046079
-71.729256	7.063680
-71.731896	7.065147
-71.739230	7.061627
-71.744510	7.057520
-71.748030	7.057520
-71.750084	7.059867
-71.754191	7.069547
-71.759178	7.071894
-71.770619	7.065734
-71.779419	7.068667
-71.792913	7.060453
-71.801421	7.058107
-71.816382	7.027891
-71.821369	7.020851
-71.827823	7.016450
-71.831343	7.015277
-71.854518	7.014103
-71.894414	7.016157
-71.919056	7.014984
-71.939884	7.012050
-72.000022	7.012050
nan nan
-70.074737	7.000022
-70.084418	7.003836
-70.095565	7.000022
nan nan
-70.429109	7.000022
-70.437616	7.007063
-70.441136	7.007943
-70.476339	7.004423
-70.493647	7.007943
-70.506554	7.016744
-70.527969	7.038159
-70.533836	7.046959
-70.536183	7.063680
-70.542637	7.071601
-70.546451	7.074241
-70.552318	7.076295
-70.605415	7.068081
-70.620376	7.068081
-70.639444	7.070134
-70.647951	7.075415
-70.659979	7.087735
-70.670246	7.093309
-70.679340	7.094189
-70.691074	7.091256
-70.749745	7.089202
-70.753852	7.088029
-70.765000	7.081575
-70.773507	7.079522
-70.790228	7.081282
-70.801962	7.079522
-70.811350	7.075121
-70.831298	7.072774
-70.841859	7.073654
-70.843912	7.071601
-70.852126	7.059867
-70.857406	7.056347
-70.863273	7.054880
-70.866207	7.055466
-70.876474	7.060453
-70.881755	7.061334
-70.888502	7.059867
-70.890555	7.057520
-70.896129	7.038745
-70.899356	7.032878
-70.902583	7.029651
-70.920478	7.027011
-70.925758	7.024958
-70.935732	7.005890
-70.941306	7.000022
-70.941306	7.000022
nan nan
-72.744555	9.000113
-72.732528	8.954056
-72.716393	8.891278
-72.712286	8.865463
-72.709059	8.859009
-72.704659	8.845222
-72.699379	8.817940
-72.675323	8.728467
-72.666230	8.667155
-72.654789	8.622859
-72.651855	8.615525
-72.647455	8.611712
-72.623400	8.603204
-72.622226	8.600271
-72.611079	8.589417
-72.603452	8.583843
-72.589077	8.570642
-72.583210	8.563015
-72.569716	8.548347
-72.562089	8.542480
-72.557102	8.535146
-72.526886	8.507571
-72.519846	8.499063
-72.499311	8.468261
-72.474082	8.437752
-72.469975	8.431005
-72.441520	8.398443
-72.438000	8.396683
-72.435946	8.393456
-72.420105	8.378495
-72.415705	8.369987
-72.411011	8.363827
-72.401037	8.355906
-72.391063	8.350626
-72.392237	8.342412
-72.394290	8.338012
-72.395170	8.329505
-72.383729	8.312197
-72.389010	8.289315
-72.391650	8.262913
-72.391356	8.254113
-72.389303	8.243845
-72.384023	8.232111
-72.380209	8.216856
-72.376689	8.209816
-72.372875	8.196615
-72.369648	8.189575
-72.363781	8.182241
-72.356154	8.166693
-72.356447	8.156132
-72.358501	8.153492
-72.366715	8.149385
-72.363781	8.131784
-72.363781	8.126210
-72.374049	8.115356
-72.376689	8.111249
-72.377569	8.108022
-72.376102	8.101862
-72.368475	8.095408
-72.355274	8.088954
-72.349700	8.061672
-72.348820	8.042017
-72.352340	8.027056
-72.350874	8.013562
-72.352927	8.010628
-72.355861	8.009748
-72.360554	8.012095
-72.378742	8.033510
-72.384609	8.035857
-72.399570	8.038204
-72.410718	8.038204
-72.415998	8.037324
-72.415998	8.031163
-72.413651	8.024416
-72.418638	8.000068
-72.418638	8.000068
nan nan
-71.649170	8.625793
-71.649170	8.625793
nan nan
-73.000067	9.774862
-73.010041	9.744353
-73.021188	9.726752
-73.030869	9.715311
-73.039376	9.703577
